,imageLink,category,cardName,s3_file_name,s3_link,rgb,hue
1305,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb23b2ad3/images/finished-goods/Mason-Jar-PickaTitle-Christmas-Card-for-Grandma-root-399XXO2449_PV.1.XXO2449.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Grandmother,mason-jar-pickatitle-christmas-card-for-grandma-root-399xxo2449,mason-jar-pickatitle-christmas-card-for-grandma-root-399xxo2449,https://greeting-card-images.s3.amazonaws.com/mason-jar-pickatitle-christmas-card-for-grandma-root-399xxo2449,[170.25367368 207.20931356 208.34053122],181.78103855873482
2643,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw277e66e4/images/finished-goods/Finding-Nemo-Marlin-and-Nemo-Fathers-Day-Card_459FKD1073_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,finding-nemo-marlin-and-nemo-fathers-day-card,finding-nemo-marlin-and-nemo-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/finding-nemo-marlin-and-nemo-fathers-day-card,[243.94276875 152.983372    31.41840681],181.86176752147747
3872,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw1fe44161/images/finished-goods/peacock-vase-with-flowers-mothers-day-card-root-599moa1164_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,peacock-vase-with-flowers-mothers-day-card-root-599moa1164,peacock-vase-with-flowers-mothers-day-card-root-599moa1164,https://greeting-card-images.s3.amazonaws.com/peacock-vase-with-flowers-mothers-day-card-root-599moa1164,[  2.30131391 111.76553884 115.3739533 ],181.92167950468695
2519,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw9639d60a/images/finished-goods/Uniquely-You-Birthday-Card-root-559HBD4228_HBD4228_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,uniquely-you-birthday-card-root-559hbd4228,uniquely-you-birthday-card-root-559hbd4228,https://greeting-card-images.s3.amazonaws.com/uniquely-you-birthday-card-root-559hbd4228,[126.870843   156.1446249  158.38592421],181.9470979756527
3159,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw61ac349b/images/finished-goods/Lucky-to-Have-a-Mom-Like-You-Birthday-Card-for-Mom-root-499FBD1276_FBD1276_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,lucky-to-have-a-mom-like-you-birthday-card-for-mom-root-499fbd1276,lucky-to-have-a-mom-like-you-birthday-card-for-mom-root-499fbd1276,https://greeting-card-images.s3.amazonaws.com/lucky-to-have-a-mom-like-you-birthday-card-for-mom-root-499fbd1276,[  6.38612646 174.82085124 180.40802128],181.96219089919268
420,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5833c5fe/images/finished-goods/Best-Mom-Ever-Bear-Family-Mothers-Day-Card-root-799MSI3886_MSI3886_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,best-mom-ever-bear-family-mothers-day-card-root-799msi3886,best-mom-ever-bear-family-mothers-day-card-root-799msi3886,https://greeting-card-images.s3.amazonaws.com/best-mom-ever-bear-family-mothers-day-card-root-799msi3886,[210.41173646 237.2486554  238.07193623],182.0327721350337
1870,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw29062080/images/finished-goods/Special-Nephew-First-Communion-Card_459CDS1192_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Nephew,special-nephew-first-communion-card,special-nephew-first-communion-card,https://greeting-card-images.s3.amazonaws.com/special-nephew-first-communion-card,[218.11667004 177.86712578 117.27000203],182.03778190104975
1334,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw536fc500/images/finished-goods/Flower-Butterfly-Sister-Nurses-Day-Card_299NUR3094_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Sister,flower-butterfly-sister-nurses-day-card,flower-butterfly-sister-nurses-day-card,https://greeting-card-images.s3.amazonaws.com/flower-butterfly-sister-nurses-day-card,[151.76166594 214.49618404 216.85161361],182.17023351356065
1384,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw431fcf69/images/finished-goods/Art-Deco-18th-Birthday-Card-root-399HBD1512_PV.1.HBD1512.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Girl,art-deco-18th-birthday-card-root-399hbd1512,art-deco-18th-birthday-card-root-399hbd1512,https://greeting-card-images.s3.amazonaws.com/art-deco-18th-birthday-card-root-399hbd1512,[129.04054265 222.23436769 225.83252768],182.2255947777275
2295,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1ba/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw431fcf69/images/finished-goods/Art-Deco-18th-Birthday-Card-root-399HBD1512_PV.1.HBD1512.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Boy,art-deco-18th-birthday-card-root-399hbd1512,art-deco-18th-birthday-card-root-399hbd1512,https://greeting-card-images.s3.amazonaws.com/art-deco-18th-birthday-card-root-399hbd1512,[148.08215868 161.76037052 155.04550946],182.23173531615282
3961,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwd22b1501/images/finished-goods/Thinking-of-You-With-Love-Fathers-Day-Card-root-299FD7546_PV.1.FD7546.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Father,thinking-of-you-with-love-fathers-day-card-root-299fd7546,thinking-of-you-with-love-fathers-day-card-root-299fd7546,https://greeting-card-images.s3.amazonaws.com/thinking-of-you-with-love-fathers-day-card-root-299fd7546,[ 85.65623003 100.11203408  23.30990415],182.2877500421253
3175,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw630aba6e/images/finished-goods/Nickelodeon-Shimmer-and-Shine-Your-Wish-Birthday-Card-With-Stickers-root-459HKB4761_HKB4761_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Girl,nickelodeon-shimmer-and-shine-your-wish-birthday-card-with-stickers-root-459hkb4761,nickelodeon-shimmer-and-shine-your-wish-birthday-card-with-stickers-root-459hkb4761,https://greeting-card-images.s3.amazonaws.com/nickelodeon-shimmer-and-shine-your-wish-birthday-card-with-stickers-root-459hkb4761,[ 72.26452906 118.28056112 168.75417502],182.36115639032906
3677,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb1c2bd4b/images/finished-goods/A-Helpful-Offer-SpanishLanguage-Dad-Birthday-Card-root-459MAN2747_PV.1.MAN2747.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Father,a-helpful-offer-spanishlanguage-dad-birthday-card-root-459man2747,a-helpful-offer-spanishlanguage-dad-birthday-card-root-459man2747,https://greeting-card-images.s3.amazonaws.com/a-helpful-offer-spanishlanguage-dad-birthday-card-root-459man2747,[ 21.2618376  118.79730002 123.35301229],182.53059276313232
3732,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw3391d15a/images/finished-goods/Superman-My-Husband-Hero-Birthday-Card_429MAN4766_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,superman-my-husband-hero-birthday-card,superman-my-husband-hero-birthday-card,https://greeting-card-images.s3.amazonaws.com/superman-my-husband-hero-birthday-card,[153.33963074  45.42378703  57.00601116],182.56980936737398
3630,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw1ec1047f/images/finished-goods/Colorful-Flower-Bouquet-Mothers-Day-Card-for-Granddaughter-root-299MOA1885_PV.1.MOA1885.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Granddaughter,colorful-flower-bouquet-mothers-day-card-for-granddaughter-root-299moa1885,colorful-flower-bouquet-mothers-day-card-for-granddaughter-root-299moa1885,https://greeting-card-images.s3.amazonaws.com/colorful-flower-bouquet-mothers-day-card-for-granddaughter-root-299moa1885,[ 86.40774989 121.12857772  61.888155  ],182.6463331783888
3060,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2aa1aa44/images/finished-goods/Pretty-Easy-to-Love-Birthday-Card-for-Daughter-root-399FBD4015_PV.1.FBD4015.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,pretty-easy-to-love-birthday-card-for-daughter-root-399fbd4015,pretty-easy-to-love-birthday-card-for-daughter-root-399fbd4015,https://greeting-card-images.s3.amazonaws.com/pretty-easy-to-love-birthday-card-for-daughter-root-399fbd4015,[  5.15605274 180.79928086 189.28469836],182.7657476641598
1243,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb5f02efd/images/finished-goods/Wonderfully-Uniquely-You-Birthday-Card-for-Daughter-root-499FBD4043_FBD4043_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,wonderfully-uniquely-you-birthday-card-for-daughter-root-499fbd4043,wonderfully-uniquely-you-birthday-card-for-daughter-root-499fbd4043,https://greeting-card-images.s3.amazonaws.com/wonderfully-uniquely-you-birthday-card-for-daughter-root-499fbd4043,[163.82488377 212.8071729  215.22426389],182.8282906595856
2308,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc471ba5f/images/finished-goods/Marjolein-Bastin-Cardinals-Christmas-Card-for-Brother-and-SisterinLaw-root-429XXO1995_XXO1995_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Brother,marjolein-bastin-cardinals-christmas-card-for-brother-and-sisterinlaw-root-429xxo1995,marjolein-bastin-cardinals-christmas-card-for-brother-and-sisterinlaw-root-429xxo1995,https://greeting-card-images.s3.amazonaws.com/marjolein-bastin-cardinals-christmas-card-for-brother-and-sisterinlaw-root-429xxo1995,[204.69469331 152.48862853 105.51343901],182.9400370378254
4288,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8dfad04a/images/finished-goods/Hello-Kitty-Large-SpanishLanguage-Birthday-Card-12-root-499BIH1582_PV.1.BIH1582.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Girl,hello-kitty-large-spanishlanguage-birthday-card-12-root-499bih1582,hello-kitty-large-spanishlanguage-birthday-card-12-root-499bih1582,https://greeting-card-images.s3.amazonaws.com/hello-kitty-large-spanishlanguage-birthday-card-12-root-499bih1582,[21.42119461 17.38034682 19.77572254],183.04634493768432
1459,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw1afa8a95/images/finished-goods/Youre-My-Favorite-Funny-Birthday-Card-for-Mom-root-369ZZB8183_PV.1.ZZB8183.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,youre-my-favorite-funny-birthday-card-for-mom-root-369zzb8183,youre-my-favorite-funny-birthday-card-for-mom-root-369zzb8183,https://greeting-card-images.s3.amazonaws.com/youre-my-favorite-funny-birthday-card-for-mom-root-369zzb8183,[121.80604011 219.76723277 225.37946669],183.05656664808578
2518,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwfba1bdaa/images/finished-goods/Its-Your-Day-Birthday-Card-Tattos_399HKB4431_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Girl,its-your-day-birthday-card-tattos,its-your-day-birthday-card-tattos,https://greeting-card-images.s3.amazonaws.com/its-your-day-birthday-card-tattos,[198.22045378  66.11953945 177.2749746 ],183.1523661476517
2486,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw9752f548/images/finished-goods/Blue-and-Gold-Foil-Hanukkah-Card-for-Grandfather-root-399CH1026_CH1026_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandfather,blue-and-gold-foil-hanukkah-card-for-grandfather-root-399ch1026,blue-and-gold-foil-hanukkah-card-for-grandfather-root-399ch1026,https://greeting-card-images.s3.amazonaws.com/blue-and-gold-foil-hanukkah-card-for-grandfather-root-399ch1026,[205.47938639 172.02972196  66.92329818],183.24993458579726
1375,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1ba/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw21a0b8a1/images/finished-goods/Studying-and-Schvitzing-Funny-Money-Holder-BarBat-Mitzvah-Card-root-299JWR1133_PV.1.JWR1133.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Boy,studying-and-schvitzing-funny-money-holder-barbat-mitzvah-card-root-299jwr1133,studying-and-schvitzing-funny-money-holder-barbat-mitzvah-card-root-299jwr1133,https://greeting-card-images.s3.amazonaws.com/studying-and-schvitzing-funny-money-holder-barbat-mitzvah-card-root-299jwr1133,[136.03037721 218.45343274 223.53076666],183.39440336132358
353,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc0d10881/images/finished-goods/Cake-With-Flowers-Birthday-Card-Grandma_399FBD2409_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandmother,cake-with-flowers-birthday-card-grandma,cake-with-flowers-birthday-card-grandma,https://greeting-card-images.s3.amazonaws.com/cake-with-flowers-birthday-card-grandma,[236.77849462 229.89247312 227.18344086],183.4369921701876
3880,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8732c536/images/finished-goods/Flower-Bouquet-Your-Day-Birthday-Card-for-Mom-root-499FBD8036_PV.1.FBD8036.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,flower-bouquet-your-day-birthday-card-for-mom-root-499fbd8036,flower-bouquet-your-day-birthday-card-for-mom-root-499fbd8036,https://greeting-card-images.s3.amazonaws.com/flower-bouquet-your-day-birthday-card-for-mom-root-499fbd8036,[  1.9011303  110.03829058 116.66109982],183.44178793542886
1842,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw486ec5de/images/finished-goods/Sweet-Explorer-1st-Birthday-Card-for-Grandson-root-359HKB4706_PV.1.HKB4706.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Grandson,sweet-explorer-1st-birthday-card-for-grandson-root-359hkb4706,sweet-explorer-1st-birthday-card-for-grandson-root-359hkb4706,https://greeting-card-images.s3.amazonaws.com/sweet-explorer-1st-birthday-card-for-grandson-root-359hkb4706,[ 78.34375    215.29186603 223.58836722],183.44884315566182
487,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw69687a64/images/finished-goods/Jill-Scott-Absolute-Love-Mothers-Day-Card-root-499SMD2443_PV.1.SMD2443.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,jill-scott-absolute-love-mothers-day-card-root-499smd2443,jill-scott-absolute-love-mothers-day-card-root-499smd2443,https://greeting-card-images.s3.amazonaws.com/jill-scott-absolute-love-mothers-day-card-root-499smd2443,[214.92821597 231.53247076 232.60450361],183.45249320929446
1818,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw92763ee5/images/finished-goods/1-Son-Sports-Trophy-Birthday-Card-With-Magnet-root-399HKB3601_PV.1.HKB3601.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Son,1-son-sports-trophy-birthday-card-with-magnet-root-399hkb3601,1-son-sports-trophy-birthday-card-with-magnet-root-399hkb3601,https://greeting-card-images.s3.amazonaws.com/1-son-sports-trophy-birthday-card-with-magnet-root-399hkb3601,[105.76667039 204.89913995 210.56964146],183.47853401580386
522,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4949a16e/images/finished-goods/Hummingbirds-Anniversary-Card-for-Daughter-and-the-One-She-Loves-root-459AVY6054_PV.1.AVY6054.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,hummingbirds-anniversary-card-for-daughter-and-the-one-she-loves-root-459avy6054,hummingbirds-anniversary-card-for-daughter-and-the-one-she-loves-root-459avy6054,https://greeting-card-images.s3.amazonaws.com/hummingbirds-anniversary-card-for-daughter-and-the-one-she-loves-root-459avy6054,[212.49945235 229.54107338 234.03203724],183.5029375844964
1115,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc6db3a35/images/finished-goods/Lady-of-Guadalupe-Lace-Spanish-Mothers-Day-Card_299MTH1557_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,lady-of-guadalupe-lace-spanish-mothers-day-card,lady-of-guadalupe-lace-spanish-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/lady-of-guadalupe-lace-spanish-mothers-day-card,[167.55091258 223.7401537  215.12487992],183.52243139606435
275,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw3f94a934/images/finished-goods/You-Are-a-Blessing-Religious-Easter-Card-for-Grandson-root-329DEH1663_PV.1.DEH1663.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Grandson,you-are-a-blessing-religious-easter-card-for-grandson-root-329deh1663,you-are-a-blessing-religious-easter-card-for-grandson-root-329deh1663,https://greeting-card-images.s3.amazonaws.com/you-are-a-blessing-religious-easter-card-for-grandson-root-329deh1663,[224.69020426 239.30254777 240.25884033],183.55961427932812
1519,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw1a26c605/images/finished-goods/My-Best-Memories-Birthday-Card-Son_799MAN4683_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Son,my-best-memories-birthday-card-son,my-best-memories-birthday-card-son,https://greeting-card-images.s3.amazonaws.com/my-best-memories-birthday-card-son,[171.05346727 196.6338302  191.83732988],183.58997221793675
346,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2ca342a5/images/finished-goods/Marjolein-Bastin-Life-Should-Be-Celebrated-Birthday-Card-root-295QUB2284_QUB2284_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,marjolein-bastin-life-should-be-celebrated-birthday-card-root-295qub2284,marjolein-bastin-life-should-be-celebrated-birthday-card-root-295qub2284,https://greeting-card-images.s3.amazonaws.com/marjolein-bastin-life-should-be-celebrated-birthday-card-root-295qub2284,[223.60145406 235.5386649  235.35051774],183.59366393800693
1830,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwae2c30bd/images/finished-goods/Gift-of-Love-Mothers-Day-Card_799MOA2793_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,gift-of-love-mothers-day-card,gift-of-love-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/gift-of-love-mothers-day-card,[167.72575906 178.19686582 173.956905  ],183.79505103462253
693,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb8eb7301/images/finished-goods/You-Own-a-Unique-Place-in-My-Life-Birthday-Card-root-659HBD4236_HBD4236_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,you-own-a-unique-place-in-my-life-birthday-card-root-659hbd4236,you-own-a-unique-place-in-my-life-birthday-card-root-659hbd4236,https://greeting-card-images.s3.amazonaws.com/you-own-a-unique-place-in-my-life-birthday-card-root-659hbd4236,[215.23529412 216.80542986 223.40950226],183.8249628203725
2275,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb1824bc4/images/finished-goods/Regal-Royal-Real-Fathers-Day-Card_499SFD3039_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,regal-royal-real-fathers-day-card,regal-royal-real-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/regal-royal-real-fathers-day-card,[164.82722144 159.06911142 143.19957687],183.82869230523573
878,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw3a0b1927/images/finished-goods/Fun-Moms-Pop-Up-Mothers-Day-Card-From-Child-root-559MOA1706_MOA1706_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,fun-moms-pop-up-mothers-day-card-from-child-root-559moa1706,fun-moms-pop-up-mothers-day-card-from-child-root-559moa1706,https://greeting-card-images.s3.amazonaws.com/fun-moms-pop-up-mothers-day-card-from-child-root-559moa1706,[188.79477994 221.22978506 223.37905152],183.87998872034436
4100,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5a52e32f/images/finished-goods/Celebrated-Loved-Birthday-Card-Nephew_599MAN2461_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Nephew,celebrated-loved-birthday-card-nephew,celebrated-loved-birthday-card-nephew,https://greeting-card-images.s3.amazonaws.com/celebrated-loved-birthday-card-nephew,[54.34327369 57.59708416 56.92180252],184.00487067059083
3398,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8f65e611/images/finished-goods/Balloons-the-Man-I-Love-Birthday-Card_499MAN2646_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,balloons-the-man-i-love-birthday-card,balloons-the-man-i-love-birthday-card,https://greeting-card-images.s3.amazonaws.com/balloons-the-man-i-love-birthday-card,[  3.55323713 143.59925897 169.76423557],184.134944649906
295,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwdfee0053/images/finished-goods/Butterflies-May-Happiness-Follow-You-Birthday-Card-root-795QUB2371_QUB2371_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,butterflies-may-happiness-follow-you-birthday-card-root-795qub2371,butterflies-may-happiness-follow-you-birthday-card-root-795qub2371,https://greeting-card-images.s3.amazonaws.com/butterflies-may-happiness-follow-you-birthday-card-root-795qub2371,[222.00729547 238.15633142 241.30224075],184.22131386933887
3471,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw771a429d/images/finished-goods/Blessed-With-Your-Love-Birthday-Card-for-Mom-root-799FBD5203_FBD5203_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,blessed-with-your-love-birthday-card-for-mom-root-799fbd5203,blessed-with-your-love-birthday-card-for-mom-root-799fbd5203,https://greeting-card-images.s3.amazonaws.com/blessed-with-your-love-birthday-card-for-mom-root-799fbd5203,[ 31.18441015  85.72456186 185.5474758 ],184.3212276214834
3810,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1ba/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dweab34ff7/images/finished-goods/light-it-up-star-wars-poe-dameron-birthday-card-root-499hkb3967_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Boy,light-it-up-star-wars-poe-dameron-birthday-card-root-499hkb3967,light-it-up-star-wars-poe-dameron-birthday-card-root-499hkb3967,https://greeting-card-images.s3.amazonaws.com/light-it-up-star-wars-poe-dameron-birthday-card-root-499hkb3967,[  8.70255171 111.85308772 120.1808848 ],184.3556419186056
