,imageLink,category,cardName,s3_file_name,s3_link,rgb,hue
3045,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5adf5a10/images/finished-goods/Lucky-Me-Mothers-Day-Card_500MSI3523_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,lucky-me-mothers-day-card,lucky-me-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/lucky-me-mothers-day-card,[188.56105611  96.8349835   91.54125413],0.0
1780,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw938058ce/images/finished-goods/Share-a-Love-Thats-Valentines-Day-Card_699VEE8087_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,share-a-love-thats-valentines-day-card,share-a-love-thats-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/share-a-love-thats-valentines-day-card,[219.09951846 153.85272873 152.25421348],0.0013613953654339583
3431,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw793bc470/images/finished-goods/In-Our-Hearts-Valentines-Day-Card-Male_399VEE7279_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Son,in-our-hearts-valentines-day-card-male,in-our-hearts-valentines-day-card-male,https://greeting-card-images.s3.amazonaws.com/in-our-hearts-valentines-day-card-male,[207.17200938  57.82017201  46.17200938],0.02077512920247146
2226,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwfd3a06ab/images/finished-goods/Grateful-Youre-Mine-Christmas-Card-for-the-Woman-I-Love-root-599XXO7874_XXO7874_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,grateful-youre-mine-christmas-card-for-the-woman-i-love-root-599xxo7874,grateful-youre-mine-christmas-card-for-the-woman-i-love-root-599xxo7874,https://greeting-card-images.s3.amazonaws.com/grateful-youre-mine-christmas-card-for-the-woman-i-love-root-599xxo7874,[201.34754882 170.5675568  101.06058191],0.02696956386049272
3670,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwea4ffdde/images/finished-goods/Queen-of-My-Life-Valentines-Day-Card_799SV2327_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,queen-of-my-life-valentines-day-card,queen-of-my-life-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/queen-of-my-life-valentines-day-card,[149.40226052  57.11802853  57.16805633],0.10554495115738692
88,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwcba2252a/images/finished-goods/Bicycle-Valentines-Day-Card-for-Granddaughter-and-Her-Husband-root-299VEE2153_PV.1.VEE2153.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Granddaughter,bicycle-valentines-day-card-for-granddaughter-and-her-husband-root-299vee2153,bicycle-valentines-day-card-for-granddaughter-and-her-husband-root-299vee2153,https://greeting-card-images.s3.amazonaws.com/bicycle-valentines-day-card-for-granddaughter-and-her-husband-root-299vee2153,[250.9079827  247.24773889 240.99764058],0.15550171840668003
994,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwe4e01379/images/finished-goods/You-Shine-Birthday-Card-With-Light_799ARH1189_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,you-shine-birthday-card-with-light,you-shine-birthday-card-with-light,https://greeting-card-images.s3.amazonaws.com/you-shine-birthday-card-with-light,[242.26173166 183.02544613 194.10839392],0.2189781021870904
3535,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1ba/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw702d581b/images/finished-goods/SupercoolPowers-Valentines-Day-Card_200VV8099_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Boy,supercoolpowers-valentines-day-card,supercoolpowers-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/supercoolpowers-valentines-day-card,[215.06434379  30.63948897  44.44878049],0.26959797767833793
40,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2f2635a8/images/finished-goods/Whats-Up-Girl-Thinking-of-You-Card_399MHF1113_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,whats-up-girl-thinking-of-you-card,whats-up-girl-thinking-of-you-card,https://greeting-card-images.s3.amazonaws.com/whats-up-girl-thinking-of-you-card,[254.60124403 254.59046984 254.55736977],0.27159285539514033
882,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dweb5b94e6/images/finished-goods/All-Kinds-of-Wonderful-Like-a-Daughter-Birthday-Card-root-299FBD8084_FBD8084_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,all-kinds-of-wonderful-like-a-daughter-birthday-card-root-299fbd8084,all-kinds-of-wonderful-like-a-daughter-birthday-card-root-299fbd8084,https://greeting-card-images.s3.amazonaws.com/all-kinds-of-wonderful-like-a-daughter-birthday-card-root-299fbd8084,[202.41225962 215.50841346 215.30709135],0.30180779822563925
2301,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw55ee9edf/images/finished-goods/Disney-Minnie-Mouse-Pure-Sweetness-Birthday-Card-root-359HKB4771_PV.1.HKB4771.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Girl,disney-minnie-mouse-pure-sweetness-birthday-card-root-359hkb4771,disney-minnie-mouse-pure-sweetness-birthday-card-root-359hkb4771,https://greeting-card-images.s3.amazonaws.com/disney-minnie-mouse-pure-sweetness-birthday-card-root-359hkb4771,[234.01588785 115.21542056 114.18598131],0.35819681283797794
539,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwfddf09c9/images/finished-goods/Two-Women-Drinking-Wine-Funny-Thinking-of-You-Card_299YYB1266_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,two-women-drinking-wine-funny-thinking-of-you-card,two-women-drinking-wine-funny-thinking-of-you-card,https://greeting-card-images.s3.amazonaws.com/two-women-drinking-wine-funny-thinking-of-you-card,[231.1043883 222.5262633 220.4744016],0.4123202126283408
3820,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw21df9c16/images/finished-goods/An-Awesome-Ride-Birthday-Card-With-Keychain-root-599MAN2777_PV.1.MAN2777.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Any+Man,an-awesome-ride-birthday-card-with-keychain-root-599man2777,an-awesome-ride-birthday-card-with-keychain-root-599man2777,https://greeting-card-images.s3.amazonaws.com/an-awesome-ride-birthday-card-with-keychain-root-599man2777,[141.32416257  49.30343904  48.62590442],0.43625787687832845
4293,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2b7bc29d/images/finished-goods/cute-dog-with-bow-root-299vkd2157_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,cute-dog-with-bow-root-299vkd2157,cute-dog-with-bow-root-299vkd2157,https://greeting-card-images.s3.amazonaws.com/cute-dog-with-bow-root-299vkd2157,[24.26406323 16.10739191 16.12970711],0.4869868995633165
1981,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwce33877c/images/finished-goods/Designs-Celebrate-Banner-Birthday-Card_595QUF3222_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,designs-celebrate-banner-birthday-card,designs-celebrate-banner-birthday-card,https://greeting-card-images.s3.amazonaws.com/designs-celebrate-banner-birthday-card,[218.31785128 142.11494253 139.7454844 ],0.5058008369737932
3467,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw793bc470/images/finished-goods/In-Our-Hearts-Valentines-Day-Card-Male_399VEE7279_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Brother,in-our-hearts-valentines-day-card-male,in-our-hearts-valentines-day-card-male,https://greeting-card-images.s3.amazonaws.com/in-our-hearts-valentines-day-card-male,[206.41978799  51.40565371  45.89257951],0.53399268658303
2686,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw3ecbf9c7/images/finished-goods/Lovebirds-Religious-Valentines-Day-Card_659VCE1633_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,lovebirds-religious-valentines-day-card,lovebirds-religious-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/lovebirds-religious-valentines-day-card,[196.30740741  96.42160494 130.03518519],0.5417793734322626
1154,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8ccdd2a4/images/finished-goods/Thanking-God-for-Valentines-Day-Card_399VCE1317_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Granddaughter,thanking-god-for-valentines-day-card,thanking-god-for-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/thanking-god-for-valentines-day-card,[243.99440994 176.15279503 182.43291925],0.6579412805111949
267,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwf6579e63/images/finished-goods/Pink-Floral-Religious-Mothers-Day-Card_499MDD8086_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,pink-floral-religious-mothers-day-card,pink-floral-religious-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/pink-floral-religious-mothers-day-card,[250.20163807 231.27106084 224.16926677],0.7109400752795977
2154,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwd1c1d666/images/finished-goods/Good-Memories-Easter-Card-for-Daughter_479E2113_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,good-memories-easter-card-for-daughter,good-memories-easter-card-for-daughter,https://greeting-card-images.s3.amazonaws.com/good-memories-easter-card-for-daughter,[ 98.17772778 179.77165354 203.3655793 ],0.7287338893100588
3576,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw738f207f/images/finished-goods/Youll-Always-Be-Like-a-Sister-to-Me-Birthday-Card-root-499FBD4109_PV.1.FBD4109.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Sister,youll-always-be-like-a-sister-to-me-birthday-card-root-499fbd4109,youll-always-be-like-a-sister-to-me-birthday-card-root-499fbd4109,https://greeting-card-images.s3.amazonaws.com/youll-always-be-like-a-sister-to-me-birthday-card-root-499fbd4109,[144.27929515  57.28634361  81.13480176],0.730192144965247
1892,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4ed28420/images/finished-goods/DaughterinLaw-Pink-Floral-Mothers-Day-Card_599MOA1906_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,daughterinlaw-pink-floral-mothers-day-card,daughterinlaw-pink-floral-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/daughterinlaw-pink-floral-mothers-day-card,[225.66266203 169.95004742 115.40910528],0.7461816649695657
319,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwddb535d3/images/finished-goods/Cartoon-Yoga-Mom-Pop-Up-Mothers-Day-Card_529MOA3229_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,cartoon-yoga-mom-pop-up-mothers-day-card,cartoon-yoga-mom-pop-up-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/cartoon-yoga-mom-pop-up-mothers-day-card,[247.62034599 225.3726965  225.04588191],0.7903227240003614
2680,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwff84c8c9/images/finished-goods/Lucky-to-Be-Your-Husband-Birthday-Card-for-Wife-root-699FBD1195_FBD1195_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,lucky-to-be-your-husband-birthday-card-for-wife-root-699fbd1195,lucky-to-be-your-husband-birthday-card-for-wife-root-699fbd1195,https://greeting-card-images.s3.amazonaws.com/lucky-to-be-your-husband-birthday-card-for-wife-root-699fbd1195,[212.81811966 107.33504274 103.4574359 ],0.853600864748008
324,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw01ff7223/images/finished-goods/Wishing-You-Lifes-Best-Birthday-Card-for-Niece-root-399FBD8204_FBD8204_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Niece,wishing-you-lifes-best-birthday-card-for-niece-root-399fbd8204,wishing-you-lifes-best-birthday-card-for-niece-root-399fbd8204,https://greeting-card-images.s3.amazonaws.com/wishing-you-lifes-best-birthday-card-for-niece-root-399fbd8204,[252.39609236 221.50692718 223.64760213],0.8932831316645231
1187,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8d7b2cdd/images/finished-goods/One-Step-Ahead-Quinceaera-Card-root-299BIH1669_PV.1.BIH1669.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Girl,one-step-ahead-quinceaera-card-root-299bih1669,one-step-ahead-quinceaera-card-root-299bih1669,https://greeting-card-images.s3.amazonaws.com/one-step-ahead-quinceaera-card-root-299bih1669,[203.00920145 199.33782452 195.89976996],1.0428088183832576
1460,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1ba/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw9bcec1e0/images/finished-goods/boy-first-communion-hands-and-bow-tie-root-199cds6179_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Boy,boy-first-communion-hands-and-bow-tie-root-199cds6179,boy-first-communion-hands-and-bow-tie-root-199cds6179,https://greeting-card-images.s3.amazonaws.com/boy-first-communion-hands-and-bow-tie-root-199cds6179,[193.24818037 186.87306941 186.75572519],1.0849082293990906
3049,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw01b178a1/images/finished-goods/Chips-and-Nacho-Dip-Anniversary-Card-for-Husband_399AVY2350_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,chips-and-nacho-dip-anniversary-card-for-husband,chips-and-nacho-dip-anniversary-card-for-husband,https://greeting-card-images.s3.amazonaws.com/chips-and-nacho-dip-anniversary-card-for-husband,[218.83538796 149.55837563   8.03988397],1.1445785388247527
2346,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4bd49358/images/finished-goods/Paisley-and-Flowers-Amazing-Woman-Birthday-Card_499SAW3014_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,paisley-and-flowers-amazing-woman-birthday-card,paisley-and-flowers-amazing-woman-birthday-card,https://greeting-card-images.s3.amazonaws.com/paisley-and-flowers-amazing-woman-birthday-card,[220.03309838 146.64419246  91.58167331],1.1528502491270727
2169,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5ddd3ddb/images/finished-goods/Geometric-Pink-and-Flowers-Mothers-Day-Card_799MOA1767_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,geometric-pink-and-flowers-mothers-day-card,geometric-pink-and-flowers-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/geometric-pink-and-flowers-mothers-day-card,[198.70430443 148.39675608 132.04366812],1.1902932061108829
3072,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4f362be9/images/finished-goods/Celebration-Spinner-Birthday-Card_499HFI1275_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Girl,celebration-spinner-birthday-card,celebration-spinner-birthday-card,https://greeting-card-images.s3.amazonaws.com/celebration-spinner-birthday-card,[201.25246305  77.92333744  94.27093596],1.1920418271034063
3785,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw6c4c01a0/images/finished-goods/Disney-Elena-of-Avalor-Birthday-Card-With-Stickers_499HFI1029_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Girl,disney-elena-of-avalor-birthday-card-with-stickers,disney-elena-of-avalor-birthday-card-with-stickers,https://greeting-card-images.s3.amazonaws.com/disney-elena-of-avalor-birthday-card-with-stickers,[165.83389121  41.26108787  38.55271967],1.1991935364023196
3504,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw76b70b13/images/finished-goods/Youre-a-Bright-Spot-in-Our-Family-Birthday-Card-for-Niece-root-599FBD8206_FBD8206_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Niece,youre-a-bright-spot-in-our-family-birthday-card-for-niece-root-599fbd8206,youre-a-bright-spot-in-our-family-birthday-card-for-niece-root-599fbd8206,https://greeting-card-images.s3.amazonaws.com/youre-a-bright-spot-in-our-family-birthday-card-for-niece-root-599fbd8206,[135.54805654  82.65971731  76.60812721],1.257734440833054
3836,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwe17cee63/images/finished-goods/For-a-Wonderful-Son-and-the-Man-He-Loves-Christmas-Card-root-499XXO7095_PV.1.XXO7095.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Son,for-a-wonderful-son-and-the-man-he-loves-christmas-card-root-499xxo7095,for-a-wonderful-son-and-the-man-he-loves-christmas-card-root-499xxo7095,https://greeting-card-images.s3.amazonaws.com/for-a-wonderful-son-and-the-man-he-loves-christmas-card-root-499xxo7095,[178.25312643  31.23819813  28.07032017],1.2765075024616945
3512,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwac674a36/images/finished-goods/Awesome-Woman-Valentine-Card-for-Wife_699SV8876_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,awesome-woman-valentine-card-for-wife,awesome-woman-valentine-card-for-wife,https://greeting-card-images.s3.amazonaws.com/awesome-woman-valentine-card-for-wife,[ 76.44690647  91.1018705  125.80345324],1.297944623747256
1805,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwdb9bd071/images/finished-goods/youre-an-amazing-mom-daughter-card-root-499moa1494_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,youre-an-amazing-mom-daughter-card-root-499moa1494,youre-an-amazing-mom-daughter-card-root-499moa1494,https://greeting-card-images.s3.amazonaws.com/youre-an-amazing-mom-daughter-card-root-499moa1494,[210.11074919 156.75081433 155.75407166],1.3604502717849305
3968,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb94cc84d/images/finished-goods/You-Are-a-Positive-Powerful-Woman-Religious-Birthday-Card-root-399MHB8221_PV.1.MHB8221.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Any+Woman,you-are-a-positive-powerful-woman-religious-birthday-card-root-399mhb8221,you-are-a-positive-powerful-woman-religious-birthday-card-root-399mhb8221,https://greeting-card-images.s3.amazonaws.com/you-are-a-positive-powerful-woman-religious-birthday-card-root-399mhb8221,[91.29922067 58.05557834 57.27194422],1.381775224961892
340,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw96a4d108/images/finished-goods/Your-Smile-SpanishLanguage-Mothers-Day-Card-root-799MTH7082_MTH7082_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,your-smile-spanishlanguage-mothers-day-card-root-799mth7082,your-smile-spanishlanguage-mothers-day-card-root-799mth7082,https://greeting-card-images.s3.amazonaws.com/your-smile-spanishlanguage-mothers-day-card-root-799mth7082,[237.93687708 230.00724857 227.56750227],1.4804788613284343
1524,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw984660e7/images/finished-goods/Valentine-Card-for-the-Man-of-the-House_369ZV6075_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,valentine-card-for-the-man-of-the-house,valentine-card-for-the-man-of-the-house,https://greeting-card-images.s3.amazonaws.com/valentine-card-for-the-man-of-the-house,[225.59764089 165.70642202 167.34338139],1.5034905911056362
985,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dweec81929/images/finished-goods/Let-There-Be-Cake-and-Laughter-Birthday-Card-root-359HBD4267_HBD4267_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,let-there-be-cake-and-laughter-birthday-card-root-359hbd4267,let-there-be-cake-and-laughter-birthday-card-root-359hbd4267,https://greeting-card-images.s3.amazonaws.com/let-there-be-cake-and-laughter-birthday-card-root-359hbd4267,[209.00977199 208.83604777 202.91530945],1.523450311577568
2533,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw819367e5/images/finished-goods/The-Blessings-You-Bring-to-My-Life-Christmas-Card-for-Wife-root-699XXO9973_XXO9973_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,the-blessings-you-bring-to-my-life-christmas-card-for-wife-root-699xxo9973,the-blessings-you-bring-to-my-life-christmas-card-for-wife-root-699xxo9973,https://greeting-card-images.s3.amazonaws.com/the-blessings-you-bring-to-my-life-christmas-card-for-wife-root-699xxo9973,[194.00233918 144.67894737 101.18245614],1.5475432984004396
981,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5d959bc6/images/finished-goods/Pink-Petit-Fours-Cake-Birthday-Card-for-Granddaughter-root-299FBD4027_PV.1.FBD4027.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Granddaughter,pink-petit-fours-cake-birthday-card-for-granddaughter-root-299fbd4027,pink-petit-fours-cake-birthday-card-for-granddaughter-root-299fbd4027,https://greeting-card-images.s3.amazonaws.com/pink-petit-fours-cake-birthday-card-for-granddaughter-root-299fbd4027,[227.44871795 197.50582751 196.02952603],1.569867246509462
3842,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwab7f6b65/images/finished-goods/Radiant-Queen-Christmas-Card-for-Wife-root-599SX2016_SX2016_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,radiant-queen-christmas-card-for-wife-root-599sx2016,radiant-queen-christmas-card-for-wife-root-599sx2016,https://greeting-card-images.s3.amazonaws.com/radiant-queen-christmas-card-for-wife-root-599sx2016,[157.0818993   38.86456342  40.35149777],1.6322965447109101
1742,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw69fb00d7/images/finished-goods/Its-Your-Day-SpanishLanguage-Birthday-Card-root-299BIH1628_PV.1.BIH1628.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Girl,its-your-day-spanishlanguage-birthday-card-root-299bih1628,its-your-day-spanishlanguage-birthday-card-root-299bih1628,https://greeting-card-images.s3.amazonaws.com/its-your-day-spanishlanguage-birthday-card-root-299bih1628,[226.32241556 162.63357216 141.29785056],1.651989847229542
